Phylum	Class	Order	Family	Subfamily	Genus	Scientific Name	tax_count	Species	BOLD Name
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Camposodes	Camposodes sp.	1	unidentified	Camposodes unidentified
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Chlorotachina	Chlorotachina froggatti	1	froggatti	Chlorotachina froggatti
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Crocinosoma	Crocinosoma cornuale	1	cornuale	Crocinosoma cornuale
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Cryptopalpus	Cryptopalpus ornatus	1	ornatus	Cryptopalpus ornatus
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Dejeania	Dejeania bombylans	1	bombylans	Dejeania bombylans
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Dichocera	Dichocera dichoceroides	1	dichoceroides	Dichocera dichoceroides
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Fischeria	Fischeria bicolor	1	bicolor	Fischeria bicolor
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Genea	Genea australis	1	australis	Genea australis
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Gnadochaeta	Gnadochaeta oregonensis	1	oregonensis	Gnadochaeta oregonensis
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Graphogaster	Graphogaster nuda	1	nuda	Graphogaster nuda
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Heraultia	Heraultia albipennis	1	albipennis	Heraultia albipennis
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Icelia	Icelia triquetra	1	triquetra	Icelia triquetra
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Janthinomyia	Janthinomyia elegans	1	elegans	Janthinomyia elegans
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Linnaemya	Linnaemya comta	1	comta	Linnaemya comta
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Lypha	Lypha invasor	1	invasor	Lypha invasor
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Lypha	Lypha setigena	1	setigena	Lypha setigena
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Macromya	Macromya crocata	1	crocata	Macromya crocata
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Mactomyia	Mactomyia fracida	1	fracida	Mactomyia fracida
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Medinophyto	Medinophyto dilecta	1	dilecta	Medinophyto dilecta
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Neaera	Neaera leucoptera	1	leucoptera	Neaera leucoptera
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Neomintho	Neomintho celeris	1	celeris	Neomintho celeris
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Panzeria	Panzeria truncata	1	truncata	Panzeria truncata
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Parthenoleskia	Parthenoleskia parkei	1	parkei	Parthenoleskia parkei
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Rhinomyiobia	Rhinomyiobia minuta	1	minuta	Rhinomyiobia minuta
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Saundersiops	Saundersiops cruciatus	1	cruciatus	Saundersiops cruciatus
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Spathipalpus	Spathipalpus philippii	1	philippii	Spathipalpus philippii
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Strongygaster	Strongygaster didyma	1	didyma	Strongygaster didyma
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Triarthria	Triarthria setipennis	1	setipennis	Triarthria setipennis
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Trichodischia	Trichodischia soror	1	soror	Trichodischia soror
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Trochiloleskia	Trochiloleskia flava	1	flava	Trochiloleskia flava
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Xanthoepalpus	Xanthoepalpus bicolor	1	bicolor	Xanthoepalpus bicolor
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Xanthopelta	Xanthopelta scutellaris	1	scutellaris	Xanthopelta scutellaris
Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Xanthozona	Xanthozona melanopyga	1	melanopyga	Xanthozona melanopyga
Arthropoda	Insecta	Diptera	Therevidae	Phycusinae	Ataenogera	Ataenogera irwini	1	irwini	Ataenogera irwini
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Anabarhynchus	Anabarhynchus annulatus	1	annulatus	Anabarhynchus annulatus
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Anabarhynchus	Anabarhynchus micans	1	micans	Anabarhynchus micans
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Apenniverpa	Apenniverpa venezuelensis	1	venezuelensis	Apenniverpa venezuelensis
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Arenigena	Arenigena marcida	2	marcida	Arenigena marcida
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Brachylinga	Brachylinga baccata	1	baccata	Brachylinga baccata
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Brachylinga	Brachylinga clausa	1	clausa	Brachylinga clausa
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Brachylinga	Brachylinga sericeifrons	1	sericeifrons	Brachylinga sericeifrons
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Breviperna	Breviperna placida	1	placida	Breviperna placida
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Cerocatus	Cerocatus scutellaris	1	scutellaris	Cerocatus scutellaris
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Chromolepida	Chromolepida bella	1	bella	Chromolepida bella
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Chromolepida	Chromolepida mexicana	1	mexicana	Chromolepida mexicana
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Distostylus	Distostylus irwini	1	irwini	Distostylus irwini
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Elcaribe	Elcaribe anguilla	1	anguilla	Elcaribe anguilla
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Elcaribe	Elcaribe guanaensis	1	guanaensis	Elcaribe guanaensis
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Hoplosathe	Hoplosathe frauenfeldi	1	frauenfeldi	Hoplosathe frauenfeldi
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Litolinga	Litolinga acuta	1	acuta	Litolinga acuta
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Litolinga	Litolinga tergisa	1	tergisa	Litolinga tergisa
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Megathereva	Megathereva albopilosa	1	albopilosa	Megathereva albopilosa
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Microthereva	Microthereva variventris	1	variventris	Microthereva variventris
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Nebritus	Nebritus pellucidus	1	pellucidus	Nebritus pellucidus
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Nebritus	Nebritus tanneri	1	tanneri	Nebritus tanneri
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Notiothereva	Notiothereva albiventris	1	albiventris	Notiothereva albiventris
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Ozodiceromya	Ozodiceromya nigrimana	1	nigrimana	Ozodiceromya nigrimana
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Pallicephala	Pallicephala variegata	1	variegata	Pallicephala variegata
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Pandivirilia	Pandivirilia melampodia	1	melampodia	Pandivirilia melampodia
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Penniverpa	Penniverpa megaplax	1	megaplax	Penniverpa megaplax
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Peralia	Peralia hermanni	1	hermanni	Peralia hermanni
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Peralia	Peralia vittata	1	vittata	Peralia vittata
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Psilocephala	Psilocephala argentata	1	argentata	Psilocephala argentata
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Psilocephala	Psilocephala vicina	1	vicina	Psilocephala vicina
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Thereva	Thereva cingulata	1	cingulata	Thereva cingulata
Arthropoda	Insecta	Diptera	Therevidae	Therevinae	Thereva	Thereva flavipilosa	1	flavipilosa	Thereva flavipilosa
